무인교통단속카메라관리번호,소재지지번주소,위도,경도,,,,,,,,,,,
P-6707,경기도 고양시 일산동구 마두동 798-1,37.65379375,126.7772054,,,,,,,,,,,
P-6708,경기도 고양시 일산동구 마두동 796,37.65472123,126.777715,,,,,,,,,,,
P-6709,경기도 고양시 일산동구 마두동 764,37.65497765,126.7768273,,,,,,,,,,,
P-6710,경기도 고양시 일산동구 마두동 766,37.65110685,126.779061,,,,,,,,,,,
P-6711,경기도 고양시 일산동구 마두동 767,37.65163869,126.778283,,,,,,,,,,,
P-6922,경기도 고양시 일산동구 장항동 890-6,37.65279267,126.7768245,,,,,,,,,,,
P-6923,경기도 고양시 일산동구 장항동 1359,37.65306115,126.7763496,,,,,,,,,,,
P-6924,경기도 고양시 일산동구 장항동 766,37.66048016,126.7695882,,,,,,,,,,,
P-6925,경기도 고양시 일산동구 장항동 776,37.66223116,126.7697466,,,,,,,,,,,
P-6926,경기도 고양시 일산동구 장항동 896,37.651002,126.7778794,,,,,,,,,,,
P-6927,경기도 고양시 일산동구 장항동 902,37.64876569,126.7797261,,,,,,,,,,,
P-6928,경기도 고양시 일산동구 장항동 784,37.66047176,126.77219,,,,,,,,,,,
P-6929,경기도 고양시 일산동구 장항동 848,37.65708551,126.7741374,,,,,,,,,,,
P-6930,경기도 고양시 일산동구 장항동854,37.65618367,126.7737861,,,,,,,,,,,
P-7505,경기도 고양시 일산서구 주엽동 136,37.67181676,126.7561586,,,,,,,,,,,
P-7506,경기도 고양시 일산서구 주엽동 177,37.66945332,126.7605174,,,,,,,,,,,
P-7507,경기도 고양시 일산서구 주엽동 15,37.67365818,126.7546409,,,,,,,,,,,
P-7508,경기도 고양시 일산서구 주엽1동 83,37.668134,126.764835,,,,,,,,,,,
P-7509,경기도 고양시 일산서구 주엽동 81,37.66712434,126.7654716,,,,,,,,,,,
P-7510,경기도 고양시 일산서구 주엽동 166-14,37.670222,126.7605258,,,,,,,,,,,
P-7511,경기도 고양시 일산서구 주엽동 166-12,37.66961155,126.7620567,,,,,,,,,,,
P-7512,경기도 고양시 일산서구 주엽동 71-1,37.66991537,126.7626724,,,,,,,,,,,
P-7513,경기도 고양시 일산서구 주엽동 21-2,37.67103363,126.7601599,,,,,,,,,,,
P-7514,경기도 고양시 일산서구 주엽동 166,37.67038555,126.7612207,,,,,,,,,,,
P-7515,경기도 고양시 일산서구 주엽동 136,37.67184,126.7561586,,,,,,,,,,,
P-7516,경기도 고양시 일산서구 주엽동 155,37.67102367,126.7616017,,,,,,,,,,,
P-5F08,경기도 고양시 덕양구 행신동 1019-7,37.61892968,126.8434517,,,,,,,,,,,
P-6506,경기도 고양시 일산동구 백석동 1335-2,37.64475821,126.7844524,,,,,,,,,,,
P-6507,경기도 고양시 일산동구 백석동 1555,37.64443716,126.7881722,,,,,,,,,,,
P-6508,경기도 고양시 일산동구 백석동 1549,37.64593607,126.786114,,,,,,,,,,,
P-6509,경기도 고양시 일산동구 백석동1283-2,37.64410892,126.7888149,,,,,,,,,,,
P-6510,경기도 고양시 일산동구 백석동 1301,37.64022347,126.7904027,,,,,,,,,,,
P-6511,경기도 고양시 일산동구 백석동 1538-3,37.644168,126.7868232,,,,,,,,,,,
P-6512,경기도 고양시 일산동구 백석동 1308,37.64235547,126.7878825,,,,,,,,,,,
P-6513,경기도 고양시 일산동구 백석동 1332-1,37.64369384,126.7864664,,,,,,,,,,,
P-6514,경기도 고양시 일산동구 백석동 1351,37.64714556,126.7814285,,,,,,,,,,,
P-6515,경기도 고양시 일산동구 백석동 1194,37.64808817,126.782283,,,,,,,,,,,
P-6516,경기도 고양시 일산동구 백석동 1193,37.648426,126.7832692,,,,,,,,,,,
P-6704,경기도 고양시 일산동구 마두동 768,37.65248368,126.7777453,,,,,,,,,,,
P-6705,경기도 고양시 일산동구 마두동 800,37.653285,126.7780762,,,,,,,,,,,
P-6910,경기도 고양시 일산동구 장항동 742,37.66220284,126.7664303,,,,,,,,,,,
P-6911,경기도 고양시 일산동구 장항동 755,37.65904068,126.768858,,,,,,,,,,,
P-6912,경기도 고양시 일산동구 장항동 1498,37.65909191,126.7703142,,,,,,,,,,,
P-6916,경기도 고양시 일산동구 장항동 870,37.65419398,126.7730657,,,,,,,,,,,
P-7401,경기도 고양시 일산서구 탄현동 1483,37.6951347,126.7666945,,,,,,,,,,,
P-7501,경기도 고양시 일산서구 주엽동 144,37.67662084,126.7617477,,,,,,,,,,,
P-7504,경기도 고양시 일산서구 주엽동 169,37.66676679,126.7622528,,,,,,,,,,,
P-7701,경기도 고양시 일산서구 대화동 2527,37.67232332,126.7490188,,,,,,,,,,,
P-7702,경기도 고양시 일산서구 대화동 2308-5,37.66812839,126.7391886,,,,,,,,,,,
P-7801,경기도 고양시 일산서구 가좌동 360-1,37.68540455,126.7220093,,,,,,,,,,,
P-7802,경기도 고양시 일산서구 가좌동 391-1,37.6859254,126.7201958,,,,,,,,,,,
P-7901,경기도 고양시 일산서구 덕이동 1542,37.69901904,126.7532118,,,,,,,,,,,
P-7902,경기도 고양시 일산서구 덕이동 1534,37.7005083,126.755669,,,,,,,,,,,
P-7903,경기도 고양시 일산서구 덕이동 산 143-12,37.6988163,126.7534465,,,,,,,,,,,
P-7904,경기도 고양시 일산서구 덕이동 1544,37.69906825,126.7539684,,,,,,,,,,,
P-7905,경기도 고양시 일산서구 덕이동 373-16,37.69906918,126.7580312,,,,,,,,,,,
SP-5I02,경기도 고양시 덕양구 화전동 275,37.6039882,126.8708884,,,,,,,,,,,
SP-6129,경기도 고양시 일산동구 식사동 산122-15,37.6776685,126.8127751,,,,,,,,,,,
SP-6203,경기도 고양시 일산동구 중산동 1799,37.6773590161,126.7898583474,,,,,,,,,,,
SP-6404,경기도 고양시 일산동구 풍동 1223,37.6727987892,126.7957982267,,,,,,,,,,,
SP-6405,경기도 고양시 일산동구 풍산동 1277,37.6677484,126.8019997,,,,,,,,,,,
SP-7901,경기도 고양시 일산서구 가좌동 413-15,37.6877617,126.7188729,,,,,,,,,,,
P-6946,경기도 고양시 일산동구 장항동 1077-3,37.6616325,126.7568265,,,,,,,,,,,
SP-5113,경기도 고양시 일산서구 주교동 571-8,37.6618772,126.8361703,,,,,,,,,,,
SP-5H21,경기도 고양시 덕양구 행신동 960,37.62278436,126.8430715,,,,,,,,,,,
P-5F05,경기도 고양시 덕양구 행신동 1022,37.62250483,126.834781,,,,,,,,,,,
P-5F06,경기도 고양시 덕양구 행신동 1019,37.62323185,126.8359651,,,,,,,,,,,
P-5F07,경기도 고양시 덕양구 행신동 950-2,37.62330562,126.8365121,,,,,,,,,,,
P-6531,경기도 고양시 일산동구 백석동 1538,37.64316083,126.7881716,,,,,,,,,,,
P-6532,경기도 고양시 일산동구 백석동 1542 윈스턴파크 1~2차,37.64500596,126.7915813,,,,,,,,,,,
P-6718,경기도 고양시 일산동구 마두동 1109,37.66515333,126.7835571,,,,,,,,,,,
P-7805,경기도 고양시 일산서구 덕이동 350-1 백송초등학교 정문 앞 도로,37.70209207,126.7529974,,,,,,,,,,,
P-7806,경기도 고양시 일산서구 가좌동 1095 가좌마을 56단지 사이 사거리,37.68935259,126.720864,,,,,,,,,,,
SP-5718,경기도 고양시 덕양구 오금동 704,37.660116,126.9046228,,,,,,,,,,,
P-5330,경기도 고양시 덕양구 원흥동 331-2,37.6367401032,126.8696848066,,,,,,,,,,,
P-5332,경기도 고양시 덕양구 원흥동 620-1,37.6512119,126.8698786494,,,,,,,,,,,
P-5723,경기도 고양시 덕양구 오금동 12,37.6673546,126.9215883,,,,,,,,,,,
P-5724,경기도 고양시 덕양구 오금동 709-1,37.6672405,126.9205753,,,,,,,,,,,
P-5726,경기도 고양시 덕양구 오금동 702 라피아노 23단지 삼거리,37.66643302,126.9137273,,,,,,,,,,,
P-5727,경기도 고양시 덕양구 오금동 702 라피아노 23단지 218동 앞,37.66491787,126.9132083,,,,,,,,,,,
P-5728,경기도 고양시 덕양구 오금동 696 하나님의 교회앞 삼거리,37.66236966,126.9134652,,,,,,,,,,,
P-5729,경기도 고양시 덕양구 오금동 696 라피아노 1단지입구 101동 앞,37.66261237,126.9152714,,,,,,,,,,,
P-5811,경기도 고양시 덕양구 동산동 175-24,37.6444105668,126.8924009851,,,,,,,,,,,
P-5919,경기도 고양시 덕양구 고양동 723-1,37.7137650363,126.9067839494,,,,,,,,,,,
P-5E07,경기도 고양시 덕양구 행주내동 316-2,37.6017401896,126.8289595,,,,,,,,,,,
P-5E08,경기도 고양시 덕양구 토당동 282-16,37.6251347770,126.8178004574,,,,,,,,,,,
P-5K10,경기도 고양시 덕양구 향동동 617,37.599999,126.89322,,,,,,,,,,,
P-5K11,경기도 고양시 덕양구 향동동 617-1,37.600744,126.89298,,,,,,,,,,,
P-5K12,경기도 고양시 덕양구 향동동 608-1,37.6018,126.892418,,,,,,,,,,,
P-5K13,경기도 고양시 덕양구 향동동 611,37.60073,126.89177,,,,,,,,,,,
P-5K14,경기도 고양시 덕양구 향동동 616,37.59926,126.89113,,,,,,,,,,,
P-5L01,경기도 고양시 덕양구 지축동 681-34,37.6488028376,126.9140472,,,,,,,,,,,
P-5L02,경기도 고양시 덕양구 지축동 496-107,37.6493875,126.9162099437,,,,,,,,,,,
P-5L03,경기도 고양시 덕양구 지축동 496-35,37.6488570029,126.9176086653,,,,,,,,,,,
P-5L04,경기도 고양시 덕양구 지축동 476-35,37.6480751,126.9165019696,,,,,,,,,,,
P-5326,경기도 고양시 덕양구 원흥동 687,37.64938193,126.8708677,,,,,,,,,,,
P-5327,경기도 고양시 덕양구 도내동 962,37.63539174,126.8712017,,,,,,,,,,,
P-5328,경기도 고양시 덕양구 도내동 963,37.63490373,126.8705862,,,,,,,,,,,
P-5329,경기도 고양시 덕양구 도내동 1009,37.6310528075,126.8693957002,,,,,,,,,,,
P-5415,경기도 고양시 덕양구 성사동 348-2,37.65467445,126.8354281,,,,,,,,,,,
P-5416,경기도 고양시 덕양구 성사동 394-4,37.65342332,126.8420455,,,,,,,,,,,
P-5712,경기도 고양시 덕양구 오금동 696,37.6621732376,126.9118663418,,,,,,,,,,,
P-5713,경기도 고양시 덕양구 오금동 668-1,37.660116,126.9046227,,,,,,,,,,,
P-5714,경기도 고양시 덕양구 오금동 696,37.6621732376,126.9118663418,,,,,,,,,,,
P-5715,경기도 고양시 덕양구 오금동 668-2,37.660116,126.9046228,,,,,,,,,,,
P-5716,경기도 고양시 덕양구 오금동 696,37.6621732376,126.9118663418,,,,,,,,,,,
P-5717,경기도 고양시 덕양구 오금동 705,37.6621668,126.9024464,,,,,,,,,,,
P-5718,경기도 고양시 덕양구 오금동 591번지 오금3로 교차지점 삼거리,37.66125802,126.9016746,,,,,,,,,,,
P-5719,경기도 고양시 덕양구 오금동 632번지 우미라피아노 601동 앞,37.66064969,126.9042875,,,,,,,,,,,
P-5720,경기도 고양시 덕양구 오금동 703번지 오금3교 사거리,37.65938143,126.9009525,,,,,,,,,,,
P-5721,경기도 고양시 덕양구 오금동 704번지 우미라피아노 102동 앞,37.6587097,126.903733,,,,,,,,,,,
P-5722,경기도 고양시 덕양구 삼송동 294-2 스칸센 안쪽 삼거리,37.65240366,126.9018765,,,,,,,,,,,
P-5F28,경기도 고양시 덕양구 행신동 711,37.61427645,126.8325305,,,,,,,,,,,
P-5F29,경기도 고양시 덕양구 행신동 617-56 행신SK3차 정문 인근 삼거리,37.62047846,126.8311594,,,,,,,,,,,
P-5F30,경기도 고양시 덕양구 행신동 1032 햇빛마을 2310동 앞,37.62341654,126.8376246,,,,,,,,,,,
P-5K06,경기도 고양시 덕양구 향동동 533,37.6030078,126.8904247,,,,,,,,,,,
P-5K07,경기도 고양시 덕양구 향동동 510,37.6030078,126.8904247,,,,,,,,,,,
P-5K08,경기도 고양시 덕양구 향동동 558,37.65254367,126.9183169,,,,,,,,,,,
P-5K09,경기도 고양시 덕양구 향동동 624 1~2단지 사이 삼거리,37.59368154,126.8910143,,,,,,,,,,,
P-5L11,경기도 고양시 덕양구 지축동 768-5 스칸센 입구 삼거리,37.65348327,126.9023326,,,,,,,,,,,
P-6305,경기도 고양시 일산동구 정발산동 1553 올바른개성손만두 앞,37.66991703,126.7745102,,,,,,,,,,,
P-6404,경기도 고양시 일산동구 풍동 113-7,37.66403192,126.8067366,,,,,,,,,,,
P-5C26,경기도 고양시 덕양구 화정동 1154,37.62781042,126.8318596,,,,,,,,,,,
P-5C27,경기도 고양시 덕양구 행신동 1027,37.62465791,126.8354272,,,,,,,,,,,
P-5F25,경기도 고양시 덕양구 행신동 762-5,37.61313786,126.8344814032,,,,,,,,,,,
P-5F26,경기도 고양시 덕양구 행신동 621-12,37.6194805,126.8326654,,,,,,,,,,,
P-5F27,경기도 고양시 덕양구 행신동 999,37.62377059,126.834331,,,,,,,,,,,
P-5H02,경기도 고양시 덕양구 행신동 1118,37.62086743,126.8464246,,,,,,,,,,,
P-5I01,경기도 고양시 덕양구 향동동 269-3,37.5939015,126.889059,,,,,,,,,,,
P-5L10,경기도 고양시 덕양구 향동동 620,37.65254367,126.9183169,,,,,,,,,,,
P-6108,경기도 고양시 일산동구 식사동 657-69,37.6748516,126.809977,,,,,,,,,,,
P-6109,경기도 고양시 일산동구 식사동 849-1,37.67453335,126.8078503,,,,,,,,,,,
P-6110,경기도 고양시 일산동구 식사동 산106-1,37.67313945,126.8117373,,,,,,,,,,,
P-6111,경기도 고양시 일산동구 식사동 525-30,37.67316617,126.8101413,,,,,,,,,,,
P-6112,경기도 고양시 일산동구 식사동 1585,37.67397705,126.8081935,,,,,,,,,,,
P-6215,경기도 고양시 일산동구 중산동 1771,37.68154293,126.7868187,,,,,,,,,,,
P-6401,경기도 고양시 일산동구 풍동 150-5,37.66331165,126.8041346,,,,,,,,,,,
P-6402,경기도 고양시 일산동구 풍동 1289,37.66396547,126.7985046,,,,,,,,,,,
P-6530,경기도 고양시 일산동구 백석 1동 1368,37.64801608,126.787427,,,,,,,,,,,
P-6953,경기도 고양시 일산동구 장항동 908-3,37.65644203,126.7612441,,,,,,,,,,,
P-6954,경기도 고양시 일산동구 장항2동 1499,37.6571234,126.77103,,,,,,,,,,,
P-7115,경기도 고양시 일산서구 산동 2147-3,37.68418429,126.7672103,,,,,,,,,,,
P-7309,경기도 고양시 일산서구 일산동 1398,37.67927551,126.7655105,,,,,,,,,,,
P-7310,경기도 고양시 일산서구 일산동 1387,37.67707023,126.768045,,,,,,,,,,,
P-7526,경기도 고양시 일산서구 주엽동 173,37.66929417,126.7616676,,,,,,,,,,,
P-7527,경기도 고양시 일산서구 주엽동 113,37.67022537,126.7591005,,,,,,,,,,,
P-7745,경기도 고양시 일산서구 대화동 2288-7,37.66957161,126.7509003,,,,,,,,,,,
P-7746,경기도 고양시 일산서구 대화동 2307-15,37.66829395,126.7484978,,,,,,,,,,,
SP-7775,경기도 고양시 일산서구 대화동 2376,37.6845396320,126.7561595403,,,,,,,,,,,
P-6952,경기도 고양시 일산동구 장항동 892,37.65257831,126.776303,,,,,,,,,,,
P-6A03,경기도 고양시 일산동구 장항동 1484,37.660562,126.7665918,,,,,,,,,,,
P-6B01,경기도 고양시 일산동구 설문동 589-23,37.725822,126.795759,,,,,,,,,,,
P-7114,경기도 고양시 일산서구 일산동 1940,37.6895941,126.7736011,,,,,,,,,,,
P-7739,경기도 고양시 일산서구 대화동 2603,37.66585766,126.7510974,,,,,,,,,,,
P-7740,경기도 고양시 일산서구 대화동 2603-2,37.66585766,126.7510974,,,,,,,,,,,
P-7741,경기도 고양시 일산서구 대화동 1099-7,37.6651343,126.7479285,,,,,,,,,,,
P-7742,경기도 고양시 일산서구 대화동 2734,37.66213291,126.7404425,,,,,,,,,,,
P-7743,경기도 고양시 일산서구 대화동 2321,37.67791456,126.745242,,,,,,,,,,,
P-7744,경기도 고양시 일산서구 대화동 2321,37.67791456,126.745242,,,,,,,,,,,
SP-6A21,경기도 고양시 일산동구 백석동 1467,37.6464763532,126.7789728154,,,,,,,,,,,
SP-7747,경기도 고양시 일산서구 대화동 2403,37.6811174001,126.7533126584,,,,,,,,,,,
SP-7753,"경기도 고양시 일산서구 대화동 2220-1 (대화역 버스 정류장, 킨텍스방향, 2번출구 쪽)",37.6759526389,126.7470216027,,,,,,,,,,,
P-5108,경기도 고양시 덕양구 주교동 142-4,37.65702436,126.8339188,,,,,,,,,,,
P-5319,경기도 고양시 덕양구 도내동 973,37.6339394,126.8731555,,,,,,,,,,,
P-5320,경기도 고양시 덕양구 도내동 976,37.6340025,126.8724457,,,,,,,,,,,
P-5321,경기도 고양시 덕양구 원흥동 690-2,37.65076024,126.8763858527,,,,,,,,,,,
P-5322,경기도 고양시 덕양구 원흥동 690,37.6513214,126.8747733,,,,,,,,,,,
P-5323,경기도 고양시 덕양구 원흥동 756,37.63667241,126.8735635,,,,,,,,,,,
P-5325,경기도 고양시 덕양구 원흥동 689-10,37.64789742,126.8750271,,,,,,,,,,,
P-5601,경기도 고양시 덕양구 지축동 625-4,37.65277802,126.9119175,,,,,,,,,,,
P-5602,경기도 고양시 덕양구 삼송동 61-80,37.65449123,126.8961982,,,,,,,,,,,
P-5709,경기도 고양시 덕양구 삼송동 16-3,37.65210744,126.8979391,,,,,,,,,,,
P-5710,경기도 고양시 덕양구 삼송동 288-143,37.65364551,126.9004368,,,,,,,,,,,
P-5711,경기도 고양시 덕양구 삼송동 313-7,37.6508532644,126.8890067534,,,,,,,,,,,
P-5810,경기도 고양시 덕양구 동산동 44-9,37.64670659,126.8987169,,,,,,,,,,,
SP-7314,경기도 고양시 일산서구 일산동 1079-5 일산동학원가1,37.6777739,126.7688051,,,,,,,,,,,
SP-7518,경기도 고양시 일산서구 주엽동 71,37.670002,126.7624059,,,,,,,,,,,
SP-7739,경기도 고양시 일산서구 대화동 2204,37.6764365,126.7476728,,,,,,,,,,,
SP-7811,경기도 고양시 일산서구 대화동 882 한내초등학교,37.66816425,126.736525,,,,,,,,,,,
SP-7814,경기도 고양시 일산서구 대화동 768-3,37.6709043,126.7355148,,,,,,,,,,,
SP-7964,경기도 고양시 일산서구 가좌동 461-27,37.69152921,126.7227194,,,,,,,,,,,
P-5317,경기도 고양시 덕양구 원흥동 709-1,37.63826335,126.8744173,,,,,,,,,,,
P-5318,경기도 고양시 덕양구 원흥동 621,37.6508458,126.8697923,,,,,,,,,,,
P-5414,경기도 고양시 덕양구 성사동 708,37.6555077520,126.8350934272,,,,,,,,,,,
P-5708,경기도 고양시 덕양구 삼송동 18-5,37.6533019557,126.8961314941,,,,,,,,,,,
P-5809,경기도 고양시 덕양구 동산동 397,37.64966544,126.8934545,,,,,,,,,,,
P-5F24,경기도 고양시 덕양구 행신동 706-1,37.61306759,126.8328424,,,,,,,,,,,
P-5H01,경기도 고양시 덕양구 행신동 1079-1,37.61866031,126.8463855,,,,,,,,,,,
P-5K01,경기도 고양시 덕양구 향동동 42-1,37.6070694,126.8944319,,,,,,,,,,,
P-5K02,경기도 고양시 덕양구 향동동 89-1,37.60323529,126.8964426,,,,,,,,,,,
P-5K03,경기도 고양시 덕양구 향동동 197,37.59972365,126.8934977,,,,,,,,,,,
P-5K04,경기도 고양시 덕양구 향동동 236-46,37.5950122,126.8920129,,,,,,,,,,,
P-5K05,경기도 고양시 덕양구 향동동 140-1,37.6008389,126.8906643,,,,,,,,,,,
P-6105,경기도 고양시 일산동구 식사동 909-3,37.66844147,126.8056473,,,,,,,,,,,
P-6106,경기도 고양시 일산동구 식사동 300-40,37.6853248,126.8140759,,,,,,,,,,,
P-6107,경기도 고양시 일산동구 식사동 644-5,37.6756803,126.8138837,,,,,,,,,,,
P-6214,경기도 고양시 일산동구 중산동 1674,37.6849255,126.7811032,,,,,,,,,,,
P-6529,경기도 고양시 일산동구 백석동 1363,37.64683241,126.7856893,,,,,,,,,,,
P-6715,경기도 고양시 일산동구 마두동 1005,37.65706315,126.7765922,,,,,,,,,,,
P-6716,경기도 고양시 일산동구 마두동 803,37.65190106,126.7787837,,,,,,,,,,,
P-6717,경기도 고양시 일산동구 마두동 1116,37.65766732,126.7888527,,,,,,,,,,,
P-6951,경기도 고양시 일산동구 장항동 1807,37.660196,126.7560428,,,,,,,,,,,
P-5807,경기도 고양시 덕양구 동산동 369,37.6490641128,126.8969750224,,,,,,,,,,,
P-5808,경기도 고양시 덕양구 동산동 369,37.6490641128,126.8969750224,,,,,,,,,,,
P-5C25,경기도 고양시 덕양구 화정동 970-5,37.63354313,126.8314389,,,,,,,,,,,
P-5F22,경기도 고양시 덕양구 행신동 769,37.61471012,126.8360123,,,,,,,,,,,
P-5F23,경기도 고양시 덕양구 행신동 945-1,37.6243429,126.8358167,,,,,,,,,,,
P-6212,경기도 고양시 일산동구 중산동 1710,37.6806519,126.78789,,,,,,,,,,,
P-6213,경기도 고양시 일산동구 중산동 1836-2,37.67773403,126.782128,,,,,,,,,,,
P-6221,경기도 고양시 일산동구 중산동 1810,37.67462523,126.7862482,,,,,,,,,,,
P-6304,경기도 고양시 일산동구 정발산동 1144,37.67396644,126.7751333,,,,,,,,,,,
P-6528,경기도 고양시 일산동구 백석동 1331-1,37.64296933,126.7867956,,,,,,,,,,,
P-6949,경기도 고양시 일산동구 장항동 1763-1,37.65899407,126.7598933,,,,,,,,,,,
P-6950,경기도 고양시 일산동구 장항동 1808,37.6603173,126.7561933,,,,,,,,,,,
P-7307,경기도 고양시 일산서구 일산동 1046,37.6822697,126.7650289,,,,,,,,,,,
P-7308,경기도 고양시 일산서구 일산동 1055,37.68071447,126.7593748,,,,,,,,,,,
P-7416,경기도 고양시 일산서구 탄현동 1559-6,37.69144994,126.7617185,,,,,,,,,,,
P-7417,경기도 고양시 일산서구 탄현동 1561,37.69092311,126.7618797,,,,,,,,,,,
P-7418,경기도 고양시 일산서구 탄현동 산 1-13,37.705377,126.766583,,,,,,,,,,,
P-7737,경기도 고양시 일산서구 대화동 1224,37.663013,126.746426,,,,,,,,,,,
P-7738,경기도 고양시 일산서구 대화동 2702,37.66337154,126.7457977,,,,,,,,,,,
SP-5824,경기도 고양시 덕양구 도내동 1119-3,37.6252911,126.8728624,,,,,,,,,,,
SP-5825,경기도 고양시 덕양구 용두동 318,37.6207553,126.8928865,,,,,,,,,,,
SP-5E57,경기도 고양시 덕양구 행주내동 720,37.6030059378,126.8256828773,,,,,,,,,,,
SP-5F19,경기도 고양시 덕양구 행신동 983-1,37.62194692,126.8364546,,,,,,,,,,,
SP-5H47,경기도 고양시 덕양구 행신동 1100,37.61364691,126.8494391,,,,,,,,,,,
SP-6433,경기도 고양시 일산동구 풍동 1279-4,37.66734493,126.7997142,,,,,,,,,,,
SP-7227,경기도 고양시 일산서구 일산동 586,37.68824583,126.7731068,,,,,,,,,,,
SP-7228,경기도 고양시 일산서구 일산동 590-1,37.6873103,126.7719702,,,,,,,,,,,
P-5E05,경기도 고양시 덕양구 토당동 855-7,37.62021237,126.820942,,,,,,,,,,,
P-5E06,경기도 고양시 덕양구 토당동 866-3,37.6184732,126.8242569,,,,,,,,,,,
P-6941,경기도 고양시 일산동구 장항동 853,37.6555821,126.7741236,,,,,,,,,,,
P-6942,경기도 고양시 일산동구 장항동 1088,37.6612809,126.7560344,,,,,,,,,,,
P-6943,경기도 고양시 일산동구 장항동 1088,37.661392,126.753828,,,,,,,,,,,
P-6944,경기도 고양시 일산동구 장항동 898-1,37.65026105,126.7777559,,,,,,,,,,,
P-6945,경기도 고양시 일산동구 백석동 1324,37.63992792,126.7861717,,,,,,,,,,,
P-7525,경기도 고양시 일산서구 주엽동 43,37.67194218,126.7710411,,,,,,,,,,,
P-7722,경기도 고양시 일산서구 대화동 2219,37.67614509,126.7461014,,,,,,,,,,,
P-7735,경기도 고양시 일산서구 대화동 2338,37.68455969,126.7505444,,,,,,,,,,,
P-7736,경기도 고양시 일산서구 대화동 1050-185,37.66606251,126.7564358,,,,,,,,,,,
P-7804,경기도 고양시 일산서구 법곳동 263-8,37.6600001,126.7254407,,,,,,,,,,,
SP-5A06,경기도 고양시 덕양구 내유동 431-7,37.71556258,126.8519554,,,,,,,,,,,
SP-5D03,경기도 고양시 덕양구 화정동 942,37.63400605,126.8261634,,,,,,,,,,,
SP-5D04,경기도 고양시 덕양구 화정동 1132,37.6282733926,126.8337590732,,,,,,,,,,,
SP-5H05,경기도 고양시 덕양구 행신동 929,37.62663419,126.83992,,,,,,,,,,,
SP-5H11,경기도 고양시 덕양구 행신동 1069,37.61945664,126.8504123,,,,,,,,,,,
SP-6107,경기도 고양시 일산동구 식사동 300-43,37.6849871,126.8138307,,,,,,,,,,,
SP-6112,경기도 고양시 일산동구 식사동 679-24,37.6792561,126.8120617,,,,,,,,,,,
SP-7104,경기도 고양시 일산서구 일산동 600-105,37.6893589,126.7697777,,,,,,,,,,,
SP-7224,경기도 고양시 일산서구 일산동 580-3,37.68773078,126.7749572,,,,,,,,,,,
P-5207,경기도 고양시 덕양구 신원동 677,37.6596075947,126.8847582960,,,,,,,,,,,
P-5314,경기도 고양시 덕양구 원흥동 628-1,37.6491712818,126.8737041261,,,,,,,,,,,
P-5315,경기도 고양시 덕양구 삼송동 334,37.64872373,126.8774365,,,,,,,,,,,
P-5316,경기도 고양시 덕양구 원흥동 629,37.6497902,126.8749647,,,,,,,,,,,
P-5706,경기도 고양시 덕양구 삼송동 30-55,37.6531068,126.8931898,,,,,,,,,,,
P-5707,경기도 고양시 덕양구 삼송동 21-13,37.653608,126.8956163,,,,,,,,,,,
P-5801,경기도 고양시 덕양구 동산동 360,37.64551107,126.8865439,,,,,,,,,,,
P-5802,경기도 고양시 덕양구 동산동 352,37.64485036,126.8861586,,,,,,,,,,,
P-5803,경기도 고양시 덕양구 동산동 368-3,37.64831721,126.8932376,,,,,,,,,,,
P-5804,경기도 고양시 덕양구 동산동 370,37.64697712,126.8947781,,,,,,,,,,,
P-5C22,경기도 고양시 덕양구 화정동 1119,37.62949596,126.831513,,,,,,,,,,,
P-6523,경기도 고양시 일산동구 백석동 1538,37.64316083,126.7881716,,,,,,,,,,,
P-6524,경기도 고양시 일산동구 백석동 1541,37.64418419,126.7921215,,,,,,,,,,,
P-6525,경기도 고양시 일산동구 백석동 1237,37.64407121,126.792801,,,,,,,,,,,
P-6526,경기도 고양시 일산동구 백석동 1237,37.64407121,126.792801,,,,,,,,,,,
P-6527,경기도 고양시 일산동구 백석동 1515,37.64381593,126.785693,,,,,,,,,,,
P-7113,경기도 고양시 일산서구 일산동 655-17,37.6834061,126.7686663,,,,,,,,,,,
P-7733,경기도 고양시 일산서구 대화동 2600-6,37.66733286,126.7482931,,,,,,,,,,,
P-7734,경기도 고양시 일산서구 대화동 2600-6,37.66733286,126.7482931,,,,,,,,,,,
SP-5223,경기도 고양시 덕양구 신원동 673-1 (신원초등학교),37.6682493858,126.8855474909,,,,,,,,,,,
SP-5311,경기도 고양시 일산서구 도내동 1107,37.6271999,126.8716496,,,,,,,,,,,
SP-5316,경기도 고양시 덕양구 원흥동 698,37.65367944,126.8827066,,,,,,,,,,,
SP-5743,경기도 고양시 덕양구 오금동 596,37.66150986,126.8967765,,,,,,,,,,,
SP-5806,경기도 고양시 덕양구 동산동 359,37.64638623,126.886583,,,,,,,,,,,
SP-5H37,경기도 고양시 덕양구 행신동 1073,37.6191903339,126.8490854471,,,,,,,,,,,
SP-7424,경기도 고양시 일산서구 탄현동 1481,37.69509616,126.7706128,,,,,,,,,,,
P-5311,경기도 고양시 덕양구 도내동 1005,37.6286939,126.864516,,,,,,,,,,,
P-5312,경기도 고양시 덕양구 도내동 527-6,37.62839235,126.8621326,,,,,,,,,,,
P-5313,경기도 고양시 덕양구 도내동 938-2,37.6269764,126.865004,,,,,,,,,,,
P-5805,경기도 고양시 덕양구 동산동 370,37.64697712,126.8947781,,,,,,,,,,,
